id,target,mutants_in_minimal,test_suites,assertions,mutants,killed_mutants,not_equivalent_mutants,%,differential_success,minimal,survive,killed,equivalent,class,method,line,column,project
2545,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",147,0,joda-time
2547,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp++,AOIS exp--",,"AOIS exp--,AOIU -exp,LOI ~exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",188,0,joda-time
2550,lexp / rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,AORB *,ODL rexp",,"VDL lexp,AORB +,AORB %,AORB *,ODL lexp,AORB -,ODL rexp,VDL rexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",104,0,joda-time
2551,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",66,0,joda-time
2553,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",193,0,joda-time
2556,exp,2,2,2,3,2,3,66.67%,TRUE,"AOIS exp++,AOIS exp--",LOI ~exp,"AOIS exp++,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",102,0,joda-time
2557,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS exp--,"AOIU -exp,AOIS ++exp,AOIS --exp,LOI ~exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",145,0,joda-time
2559,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",128,0,joda-time
2560,lhs += rhs,3,3,3,5,5,5,100.00%,TRUE,"ODL lexp = rexp,ASRS -=,ASRS %=",,"ASRS -=,ASRS /=,ASRS %=,ASRS *=,ODL lexp = rexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",61,0,joda-time
2564,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--","AOIS ++exp,AOIU -exp,LOI ~exp,AOIS --exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",191,0,joda-time
2569,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS exp--,"AOIS ++exp,AOIS exp++,AOIS --exp,AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2571,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",177,0,joda-time
2573,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",74,0,joda-time
2574,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",98,0,joda-time
2575,lexp && rexp,4,4,4,9,9,9,100.00%,TRUE,"ODL lexp,ODL rexp,COR false,COR ==",,"COR ^,ODL lexp,COR ==,COI !(),COR true,COR !=,COR ||,ODL rexp,COR false",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",137,0,joda-time
2577,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIS --exp,LOI ~exp,AOIU -exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",109,0,joda-time
2578,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,getMaximumValue(),228,0,joda-time
2579,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++","AOIS --exp,AOIS ++exp,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",95,0,joda-time
2582,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"AOIS exp--,LOI ~exp,AOIU -exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",171,0,joda-time
2583,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"AORB /,AORB *,AORB %,AORB -,CDL lexp,ODL rexp,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",105,0,joda-time
2584,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",130,0,joda-time
2585,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,isLeap(long),205,0,joda-time
2586,exp,2,2,2,3,2,3,66.67%,TRUE,"AOIS exp--,AOIS exp++",LOI ~exp,"AOIS exp++,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2587,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++","LOI ~exp,AOIU -exp,AOIS ++exp,AOIS --exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",86,0,joda-time
2588,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIS --exp,AOIS ++exp,LOI ~exp,AOIS exp--,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",103,0,joda-time
2590,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIU -exp,AOIS exp++",,"AOIU -exp,AOIS exp--,AOIS exp++,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",98,0,joda-time
2591,lexp % rexp,4,4,4,8,8,8,100.00%,TRUE,"AORB +,AORB /,AORB -,ODL lexp",,"ODL rexp,AORB *,AORB +,ODL lexp,VDL lexp,AORB /,VDL rexp,AORB -",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",74,0,joda-time
2592,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIS exp--,AOIS exp++,AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",167,0,joda-time
2593,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",113,0,joda-time
2594,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",78,0,joda-time
2601,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",68,0,joda-time
2604,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"AORB *,AORB %,VDL lexp,AORB +,ODL lexp,AORB /,ODL rexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2605,lexp == rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR >=,ROR <=,ROR false",,"ROR false,ROR <,ROR !=,ROR true,ROR <=,ROR >=,COI !(),ROR >",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,isLeap(long),205,0,joda-time
2606,lexp / rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL rexp,AORB *",,"AORB %,VDL lexp,AORB *,VDL rexp,AORB +,ODL rexp,AORB -,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",69,0,joda-time
2609,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"AOIS exp++,AOIU -exp,AOIS exp--,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",186,0,joda-time
2610,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",76,0,joda-time
2611,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"LOI ~exp,AOIS exp++,AOIU -exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",165,0,joda-time
2612,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIU -exp,AOIS exp--,AOIS exp++,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",84,0,joda-time
2613,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++","AOIS ++exp,AOIS --exp,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,remainder(long),239,0,joda-time
2615,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,ODL rexp,AORB %",,"AORB /,AORB *,CDL lexp,VDL rexp,ODL rexp,AORB +,AORB %,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",57,0,joda-time
2616,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,roundFloor(long),235,0,joda-time
2605,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,roundHalfCeiling(long),73,0,joda-time
2611,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,get(long),39,0,joda-time
2613,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,getMinimumValue(),93,0,joda-time
2614,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,roundHalfFloor(long),68,0,joda-time
2616,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,roundHalfEven(long),78,0,joda-time
2617,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,roundFloor(long),58,0,joda-time
2619,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,"set(long,int)",44,0,joda-time
2623,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,"getAsText(int,java.util.Locale)",103,0,joda-time
2624,lexp == rexp,3,3,3,5,5,5,100.00%,TRUE,"ROR !=,ODL lexp,ODL rexp",,"ODL rexp,CDL lexp,ROR !=,ODL lexp,COI !()",,org.joda.time.chrono.BasicSingleEraDateTimeField,"set(long,java.lang.String,java.util.Locale)",49,0,joda-time
2625,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicSingleEraDateTimeField,"set(long,java.lang.String,java.util.Locale)",50,0,joda-time
2626,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,"set(long,java.lang.String,java.util.Locale)",53,0,joda-time
2628,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,getMaximumTextLength(java.util.Locale),108,0,joda-time
2630,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,"set(long,int)",45,0,joda-time
2632,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicSingleEraDateTimeField,roundCeiling(long),63,0,joda-time
2640,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundCeiling(long),45,0,joda-time
2641,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL lexp,ODL rexp",,"AORB -,ODL lexp,AORB *,AORB %,VDL rexp,AORB /,ODL rexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,remainder(long),49,0,joda-time
2642,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp++","LOI ~exp,AOIS --exp,AOIS exp--,AOIU -exp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValue(org.joda.time.ReadablePartial,int)",80,0,joda-time
2643,lexp - rexp,3,3,3,6,6,6,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"ODL rexp,AORB /,AORB %,AORB +,ODL lexp,AORB *",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundCeiling(long),44,0,joda-time
2645,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,getMaximumValue(org.joda.time.ReadablePartial),74,0,joda-time
2646,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS exp--,AOIS ++exp,AOIS exp++","AOIU -exp,LOI ~exp,AOIS --exp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValue(org.joda.time.ReadablePartial,int)",81,0,joda-time
2647,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,getMaximumValue(org.joda.time.ReadablePartial),75,0,joda-time
2650,lexp > rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR false,ROR >=,ROR !=",,"ROR false,ROR >=,ROR <,ROR !=,ROR ==,ROR <=,ROR true,COI !()",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValueForSet(long,int)",91,0,joda-time
2652,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundFloor(long),40,0,joda-time
2653,lexp * rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,AORB /,ODL rexp",,"AORB +,AORB %,AORB -,AORB /,ODL rexp,CDL rexp,ODL lexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,remainder(long),49,0,joda-time
2656,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,get(long),30,0,joda-time
2657,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"AORB /,AORB *,AORB %,VDL rexp,ODL rexp,AORB -,ODL lexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundCeiling(long),44,0,joda-time
2658,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,remainder(long),50,0,joda-time
2660,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIU -exp,AOIS ++exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,remainder(long),49,0,joda-time
2661,lexp * rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB /,ODL lexp,ODL rexp",,"CDL rexp,AORB %,ODL rexp,AORB +,AORB /,ODL lexp,AORB -",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundCeiling(long),44,0,joda-time
2662,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValueForSet(long,int)",92,0,joda-time
2664,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS --exp,"AOIU -exp,LOI ~exp,AOIS ++exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundFloor(long),39,0,joda-time
2666,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,getMaximumValue(),60,0,joda-time
2667,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS exp--,AOIS ++exp,AOIS exp++","AOIS --exp,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValue(org.joda.time.ReadablePartial,int)",80,0,joda-time
2669,lexp * rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,ODL rexp,AORB /",,"ODL rexp,AORB /,ODL lexp,AORB -,AORB +,AORB %,CDL rexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundCeiling(long),44,0,joda-time
2671,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS ++exp,"LOI ~exp,AOIU -exp,AOIS --exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundCeiling(long),44,0,joda-time
2672,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,getMaximumValue(org.joda.time.ReadablePartial),73,0,joda-time
2673,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,getMaximumValue(long),66,0,joda-time
2674,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValueForSet(long,int)",91,0,joda-time
2676,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL lexp,ODL rexp",,"AORB %,AORB *,AORB -,ODL rexp,AORB /,VDL rexp,ODL lexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundFloor(long),39,0,joda-time
2677,lexp - rexp,3,3,3,6,6,6,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"AORB /,AORB *,AORB +,ODL lexp,AORB %,ODL rexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundFloor(long),39,0,joda-time
2678,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValue(org.joda.time.ReadablePartial,int)",85,0,joda-time
2679,lexp * rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,ODL rexp,AORB /",,"AORB %,AORB /,ODL rexp,AORB -,ODL lexp,CDL rexp,AORB +",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundFloor(long),39,0,joda-time
2682,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValue(org.joda.time.ReadablePartial,int)",87,0,joda-time
2683,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,"getMaximumValue(org.joda.time.ReadablePartial,int)",81,0,joda-time
2684,lexp * rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,ODL lexp,AORB /",,"AORB +,AORB -,CDL rexp,AORB %,AORB /,ODL lexp,ODL rexp",,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,roundFloor(long),39,0,joda-time
2684,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,remainder(long),150,0,joda-time
2685,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicWeekyearDateTimeField,getLeapAmount(long),119,0,joda-time
2686,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",95,0,joda-time
2688,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS ++exp,"LOI ~exp,AOIU -exp,AOIS --exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",97,0,joda-time
2689,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,"add(long,int)",45,0,joda-time
2692,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIU -exp,AOIS exp--",,"AOIS exp--,AOIS exp++,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",83,0,joda-time
2693,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS exp++,AOIS ++exp","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",86,0,joda-time
2694,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,getMinimumValue(),130,0,joda-time
2698,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",82,0,joda-time
2699,lexp < rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR !=,ROR false,ROR <=",,"ROR !=,ROR >,ROR true,ROR false,ROR >=,COI !(),ROR ==,ROR <=",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",94,0,joda-time
2701,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL lexp,ODL rexp",,"AORB /,AORB *,VDL lexp,ODL rexp,AORB +,AORB %,VDL rexp,ODL lexp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"getDifferenceAsLong(long,long)",69,0,joda-time
2703,lhs += rhs,3,3,3,5,5,5,100.00%,TRUE,"ASRS -=,ODL lexp = rexp,ASRS %=",,"ASRS -=,ODL lexp = rexp,ASRS %=,ASRS *=,ASRS /=",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",95,0,joda-time
2705,lexp * rexp,3,3,3,6,6,6,100.00%,TRUE,"AORB /,ODL rexp,ODL lexp",,"AORB -,AORB /,AORB +,ODL rexp,AORB %,ODL lexp",,org.joda.time.chrono.BasicWeekyearDateTimeField,roundFloor(long),142,0,joda-time
2706,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,LOI ~exp,AOIS ++exp,AOIU -exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",92,0,joda-time
2707,exp,1,1,1,6,1,6,16.67%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS ++exp,AOIS exp++,LOI ~exp",AOIU -exp,,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",80,0,joda-time
2709,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++","AOIS --exp,AOIS ++exp,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",80,0,joda-time
2711,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp--,AOIS exp++","LOI ~exp,AOIS --exp,AOIU -exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",94,0,joda-time
2714,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS ++exp,"AOIU -exp,AOIS --exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",97,0,joda-time
2718,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp++,AOIS exp--",,"AOIS exp++,AOIU -exp,AOIS exp--,LOI ~exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",93,0,joda-time
2719,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp++,AOIS exp--","AOIS --exp,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",94,0,joda-time
2720,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",98,0,joda-time
2722,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,get(long),37,0,joda-time
2723,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,getLeapAmount(long),120,0,joda-time
2724,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"LOI ~exp,AOIU -exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicWeekyearDateTimeField,"add(long,int)",44,0,joda-time
2725,lhs -= rhs,3,3,3,5,5,5,100.00%,TRUE,"ODL lexp = rexp,ASRS %=,ASRS +=",,"ASRS *=,ASRS +=,ASRS /=,ODL lexp = rexp,ASRS %=",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",98,0,joda-time
2726,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIU -exp,LOI ~exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",87,0,joda-time
2729,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",,"LOI ~exp,AOIS exp--,AOIU -exp,AOIS exp++",,org.joda.time.chrono.BasicWeekyearDateTimeField,"set(long,int)",85,0,joda-time
2730,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp","AOIU -exp,LOI ~exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicWeekyearDateTimeField,isLeap(long),114,0,joda-time
2731,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,"add(long,long)",50,0,joda-time
2734,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicWeekyearDateTimeField,getMaximumValue(),135,0,joda-time
